S.NO,YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,VOTES CASTED,VOTE %,MARGIN,CATEGORY,ELECTION TYPE
14021,1991,Gujarat,Bulsar,26,Uttambhai Harjibhai Patel,Male,Independent,IND,975048.0,335351.0,56.92,65608,GEN,Lok Sabha
14022,1991,Gujarat,Chhota Udaipur,21,Naranbhai Jamlabhai Rathava,Male,Janata Dal (Gujarat),BJD,855858.0,329842.0,52.69,44087,GEN,Lok Sabha
14023,1991,Gujarat,Dhandhuka,9,Ratilal Verma,Male,Bharatiya Janata Party,BJP,898306.0,386814.0,52.24,30516,GEN,Lok Sabha
14024,1991,Gujarat,Dohad,17,Damor Somjibhai Punjabhai,Male,Indian National Congress,INC,844143.0,281740.0,55.27,49709,GEN,Lok Sabha
14025,1991,Gujarat,Gandhinagar,11,Lal Krishna Advani,Male,Bharatiya Janata Party,BJP,1375341.0,615690.0,57.97,125679,GEN,Lok Sabha
14026,1991,Gujarat,Godhra,18,Veghela Shankerji Laxmanji,Male,Bharatiya Janata Party,BJP,842645.0,308860.0,65.46,111477,GEN,Lok Sabha
14027,1991,Gujarat,Jamnagar,3,Kordiya Chandresh Kumar Valjibhai,Male,Bharatiya Janata Party,BJP,825986.0,381042.0,46.72,46720,GEN,Lok Sabha
14028,1991,Gujarat,Junagadh,6,Chikhaliya Bhavenaben Devrajbhai (W),Female,Independent,IND,924905.0,436412.0,44.87,78440,GEN,Lok Sabha
14029,1991,Gujarat,Kaira,19,K.D. Jeswani,Male,Bharatiya Janata Party,BJP,937255.0,349724.0,48.12,1688,GEN,Lok Sabha
14030,1991,Gujarat,Kapadvanj,16,Gabhaji Mangaji Thakor,Male,Bharatiya Janata Party,BJP,952884.0,334876.0,52.4,28334,GEN,Lok Sabha
14031,1991,Gujarat,Kutch,1,Patel Harilal Nanji,Male,Independent,IND,734784.0,346154.0,51.74,33003,GEN,Lok Sabha
14032,1991,Gujarat,Mandvi,25,Gamit Chhitubhai Devjibhai,Male,Indian National Congress,INC,903980.0,424510.0,60.97,106016,GEN,Lok Sabha
14033,1991,Gujarat,Mehsana,12,A.K. Patel,Male,Bharatiya Janata Party,BJP,1013741.0,453236.0,55.51,82022,GEN,Lok Sabha
14034,1991,Gujarat,Patan,13,Mahesh Kanodiya,Male,Independent,IND,937221.0,383865.0,53.17,44509,GEN,Lok Sabha
14035,1991,Gujarat,Porbandar,5,Patel Hiralal Madhavjibhai,Male,Bharatiya Janata Party,BJP,853096.0,359564.0,53.64,79049,GEN,Lok Sabha
14036,1991,Gujarat,Rajkot,4,Shivlalbhai Veraria,Male,Independent,IND,1122841.0,518837.0,53.44,54860,GEN,Lok Sabha
14037,1991,Gujarat,Sabarkantha,15,Arvind Trivedi (Lankesh),Male,Independent,IND,944583.0,349411.0,48.28,36418,GEN,Lok Sabha
14038,1991,Gujarat,Surat,24,Kashiram Rana,Male,Independent,IND,1409202.0,597920.0,56.24,106354,GEN,Lok Sabha
14039,1991,Gujarat,Surendranagar,2,Kolipatel Somabhai Gadabhai,Male,Independent,IND,838899.0,385701.0,49.1,10886,GEN,Lok Sabha
14040,1991,Gujarat,Ahmedabad,10,Harin Pathak,Male,Bharatiya Janata Party,BJP,1051781.0,394169.0,59.26,91885,GEN,Vidhan Sabha
14041,1991,Gujarat,Amreli,7,Dilipbhai Sanghani,Male,Bharatiya Janata Party,BJP,823941.0,393163.0,60.01,96601,GEN,Vidhan Sabha
14042,1991,Gujarat,Anand,20,Chavda Ishvarbhai Khodabhai,Male,Indian National Congress,INC,911580.0,447136.0,52.53,36039,GEN,Vidhan Sabha
14043,1991,Gujarat,Banaskantha,14,Chavda Harisinhji Patapsinhji,Male,Bharatiya Janata Party,BJP,909163.0,422835.0,53.66,52042,GEN,Vidhan Sabha
14044,1991,Gujarat,Baroda,22,Dipika Chikhliya (W),Female,Bharatiya Janata Party,BJP,1150421.0,552314.0,49.98,34188,GEN,Vidhan Sabha
14045,1991,Gujarat,Bhavnagar,8,Mahavirsinh Harisinhji Gohil,Male,Bharatiya Janata Party,BJP,909791.0,380650.0,56.64,90203,GEN,Vidhan Sabha
14046,1991,Gujarat,Broach,23,Chandubhai Deshmukh,Male,Bharatiya Janata Party,BJP,935113.0,539061.0,46.09,22173,GEN,Vidhan Sabha
14047,1991,Gujarat,Bulsar,26,Uttambhai Harjibhai Patel,Male,Indian National Congress,INC,975048.0,335351.0,56.92,65608,GEN,Vidhan Sabha
14048,1991,Gujarat,Chhota Udaipur,21,Naranbhai Jamlabhai Rathava,Male,Janata Dal (Gujarat),BJD,855858.0,329842.0,52.69,44087,GEN,Vidhan Sabha
14049,1991,Gujarat,Dhandhuka,9,Ratilal Verma,Male,Bharatiya Janata Party,BJP,898306.0,386814.0,52.24,30516,GEN,Vidhan Sabha
14050,1991,Gujarat,Dohad,17,Damor Somjibhai Punjabhai,Male,Indian National Congress,INC,844143.0,281740.0,55.27,49709,GEN,Vidhan Sabha
14051,1991,Gujarat,Gandhinagar,11,Lal Krishna Advani,Male,Bharatiya Janata Party,BJP,1375341.0,615690.0,57.97,125679,GEN,Vidhan Sabha
14052,1991,Gujarat,Godhra,18,Veghela Shankerji Laxmanji,Male,Bharatiya Janata Party,BJP,842645.0,308860.0,65.46,111477,GEN,Vidhan Sabha
14053,1991,Gujarat,Jamnagar,3,Kordiya Chandresh Kumar Valjibhai,Male,Bharatiya Janata Party,BJP,825986.0,381042.0,46.72,46720,GEN,Vidhan Sabha
14054,1991,Gujarat,Junagadh,6,Chikhaliya Bhavenaben Devrajbhai (W),Female,Bharatiya Janata Party,BJP,924905.0,436412.0,44.87,78440,GEN,Vidhan Sabha
14055,1991,Gujarat,Kaira,19,K.D. Jeswani,Male,Bharatiya Janata Party,BJP,937255.0,349724.0,48.12,1688,GEN,Vidhan Sabha
14056,1991,Gujarat,Kapadvanj,16,Gabhaji Mangaji Thakor,Male,Bharatiya Janata Party,BJP,952884.0,334876.0,52.4,28334,GEN,Vidhan Sabha
14057,1991,Gujarat,Kutch,1,Patel Harilal Nanji,Male,Indian National Congress,INC,734784.0,346154.0,51.74,33003,GEN,Vidhan Sabha
14058,1991,Gujarat,Mandvi,25,Gamit Chhitubhai Devjibhai,Male,Indian National Congress,INC,903980.0,424510.0,60.97,106016,GEN,Vidhan Sabha
14059,1991,Gujarat,Mehsana,12,A.K. Patel,Male,Bharatiya Janata Party,BJP,1013741.0,453236.0,55.51,82022,GEN,Vidhan Sabha
14060,1991,Gujarat,Patan,13,Mahesh Kanodiya,Male,Bharatiya Janata Party,BJP,937221.0,383865.0,53.17,44509,GEN,Vidhan Sabha
14061,1991,Gujarat,Porbandar,5,Patel Hiralal Madhavjibhai,Male,Bharatiya Janata Party,BJP,853096.0,359564.0,53.64,79049,GEN,Vidhan Sabha
14062,1991,Gujarat,Rajkot,4,Shivlalbhai Veraria,Male,Bharatiya Janata Party,BJP,1122841.0,518837.0,53.44,54860,GEN,Vidhan Sabha
14063,1991,Gujarat,Sabarkantha,15,Arvind Trivedi (Lankesh),Male,Bharatiya Janata Party,BJP,944583.0,349411.0,48.28,36418,GEN,Vidhan Sabha
14064,1991,Gujarat,Surat,24,Kashiram Rana,Male,Bharatiya Janata Party,BJP,1409202.0,597920.0,56.24,106354,GEN,Vidhan Sabha
14065,1991,Gujarat,Surendranagar,2,Kolipatel Somabhai Gadabhai,Male,Bharatiya Janata Party,BJP,838899.0,385701.0,49.1,10886,GEN,Vidhan Sabha
14066,1995,Gujarat,Abdasa,1,Dr. Nimaben B.,Male,Independent,IND,107219.0,78180.0,47.08,1339,GEN,Vidhan Sabha
14067,1995,Gujarat,Amreli,45,Rupala Parshottambhai Khodabhai,Male,Bharatiya Janata Party,BJP,138261.0,71678.0,39.4,4771,GEN,Vidhan Sabha
14068,1995,Gujarat,Anand,133,Patel Dilipbhai Manibhai,Male,Bharatiya Janata Party,BJP,183299.0,109424.0,36.55,23258,GEN,Vidhan Sabha
14069,1995,Gujarat,Anjar,5,Ahir Vasanbhai Gopalbhai,Male,Bharatiya Janata Party,BJP,194592.0,87202.0,60.03,30680,GEN,Vidhan Sabha
14070,1995,Gujarat,Ankleshwar,157,Patel Ratanjibhai Balubhai,Male,Independent,IND,174683.0,108549.0,49.52,10885,GEN,Vidhan Sabha
14071,1995,Gujarat,Asarwa,72,Patel Vitthalbhai Shankarlal (Vitthal Kaka),Male,Independent,IND,217125.0,112050.0,45.45,10534,GEN,Vidhan Sabha
14072,1995,Gujarat,Babra,43,Thumar Virjibhai Keshavbhai (Virjibhai Thumar),Male,Indian National Congress,INC,123450.0,77579.0,41.16,10196,GEN,Vidhan Sabha
14073,1995,Gujarat,Balasinor,124,Chauhan Mansinh Kohyabhai,Male,Independent,IND,126938.0,86457.0,51.14,22008,GEN,Vidhan Sabha
14074,1995,Gujarat,Bardoli,166,Rathod Pravinbhai Chhaganbhai,Male,Independent,IND,160857.0,106986.0,40.84,357,GEN,Vidhan Sabha
14075,1995,Gujarat,Baroda City,147,Bhupendra Lakhawala,Male,Independent,IND,223793.0,130137.0,45.13,26055,GEN,Vidhan Sabha
14076,1995,Gujarat,Baroda Rural,151,Upendrasinh Pratapsinh Gohil,Male,Independent,IND,190913.0,118382.0,31.32,7691,GEN,Vidhan Sabha
14077,1995,Gujarat,Bavla,61,Govindbhai Arajanbhai Chauhan,Male,Independent,IND,155920.0,90794.0,58.29,29424,GEN,Vidhan Sabha
14078,1995,Gujarat,Bayad,109,Solanki Ramsinh Roopsinh,Male,Indian National Congress,INC,132344.0,101220.0,36.3,9603,GEN,Vidhan Sabha
14079,1995,Gujarat,Bhadran,139,Parmar Dhirsinh Chhatrasinh,Male,Indian National Congress,INC,155094.0,107522.0,48.1,24783,GEN,Vidhan Sabha
14080,1995,Gujarat,Bhanvad,29,Bera Murubhai Hardas,Male,Bharatiya Janata Party,BJP,96353.0,59718.0,25.75,1069,GEN,Vidhan Sabha
14081,1995,Gujarat,Bhavnagar North,57,Mahendra Trivedi,Male,Bharatiya Janata Party,BJP,168211.0,96478.0,43.78,15506,GEN,Vidhan Sabha
14082,1995,Gujarat,Bhavnagar South,58,Gohil Shaktisinhji Harishchandrasinhji,Male,Independent,IND,185285.0,104660.0,47.01,5217,GEN,Vidhan Sabha
14083,1995,Gujarat,Bhiloda,105,Dr. Anil Joshiyara,Male,Independent,IND,160048.0,112249.0,48.13,6803,GEN,Vidhan Sabha
14084,1995,Gujarat,Bhuj,3,Mukesh Babulal Zaveri,Male,Bharatiya Janata Party,BJP,151422.0,93194.0,49.83,5967,GEN,Vidhan Sabha
14085,1995,Gujarat,Borsad,138,Solanki Bharatbhai Madhavsinh,Male,Indian National Congress,INC,150003.0,100307.0,50.37,11000,GEN,Vidhan Sabha
14086,1995,Gujarat,Botad,49,Godhani Dalsukhbhai Jerambhai,Male,Independent,IND,153979.0,101811.0,33.13,3858,GEN,Vidhan Sabha
14087,1995,Gujarat,Broach,156,Shah Bipinbhai Ishwarlal,Male,Independent,IND,191742.0,110898.0,49.58,21527,GEN,Vidhan Sabha
14088,1995,Gujarat,Bulsar,178,Desai Dolatrai Nathubhai,Male,Independent,IND,178039.0,110869.0,47.64,32547,GEN,Vidhan Sabha
14089,1995,Gujarat,Cambay,140,Khatri Jayendrabhai Bhagvandas,Male,Bharatiya Janata Party,BJP,147670.0,98521.0,53.22,13891,GEN,Vidhan Sabha
14090,1995,Gujarat,Chakalasi,132,Vaghela Shankarbhai Desaibhai,Male,Independent,IND,141193.0,99009.0,50.99,30526,GEN,Vidhan Sabha
14091,1995,Gujarat,Chanasma,92,Patel Rameshbhai Mohanlal,Male,Bharatiya Janata Party,BJP,118363.0,86240.0,36.8,10277,GEN,Vidhan Sabha
14092,1995,Gujarat,Chhota Udaipur,141,Rathwa Sukhrambhai Hariyabhai,Male,Indian National Congress,INC,151634.0,88104.0,56.58,31049,GEN,Vidhan Sabha
14093,1995,Gujarat,Chikhli,176,Patel Kanjibhai Maganbhai,Male,Independent,IND,151974.0,108675.0,66.73,41712,GEN,Vidhan Sabha
14094,1995,Gujarat,Chorasi,172,Narottambhai Patel,Male,Independent,IND,701573.0,293711.0,65.77,131149,GEN,Vidhan Sabha
14095,1995,Gujarat,Chotila,10,Karamashibhai Kanjibhai Makwana,Male,Independent,IND,133175.0,80126.0,42.32,18490,GEN,Vidhan Sabha
14096,1995,Gujarat,Dabhoi,145,Raj Karansinh Narpatsinh,Male,Bharatiya Janata Party,BJP,126025.0,84754.0,41.54,9644,GEN,Vidhan Sabha
14097,1995,Gujarat,Dangs-Bansda,177,Bhoye Madhubhai Jelyabhai,Male,Indian National Congress,INC,149852.0,99294.0,46.8,24798,GEN,Vidhan Sabha
14098,1995,Gujarat,Danta,102,Kachoriya Kantibhai Dharamdas,Male,Bharatiya Janata Party,BJP,170890.0,125694.0,47.5,11689,GEN,Vidhan Sabha
14099,1995,Gujarat,Dariapur-Kazipur,69,Barot Bharat,Male,Independent,IND,123362.0,68666.0,47.45,7057,GEN,Vidhan Sabha
14100,1995,Gujarat,Dasada,7,Vaghela Fakirbhai Raghabhai,Male,Bharatiya Janata Party,BJP,123435.0,83202.0,60.95,22684,GEN,Vidhan Sabha
14101,1995,Gujarat,Daskroi,65,Thakar Madhubhai Somabhai,Male,Independent,IND,228609.0,118767.0,53.11,23705,GEN,Vidhan Sabha
14102,1995,Gujarat,Dediapada,159,Vasava Motilal Puniyabhai,Male,Independent,IND,161273.0,115582.0,43.54,25508,GEN,Vidhan Sabha
14103,1995,Gujarat,Deesa,98,Mali Gordhanji Gigaji,Male,Bharatiya Janata Party,BJP,160231.0,106188.0,54.66,25481,GEN,Vidhan Sabha
14104,1995,Gujarat,Dehgam,66,Vitthalbhai B. Shah,Male,Independent,IND,150327.0,98323.0,37.61,4092,GEN,Vidhan Sabha
14105,1995,Gujarat,Deodar,96,Gumansinhji Viramsinhji Vaghela,Male,Independent,IND,144473.0,119759.0,37.96,6790,GEN,Vidhan Sabha
14106,1995,Gujarat,Devgadh Baria,116,Patel Pratapsinh Hirabhai,Male,Bharatiya Janata Party,BJP,128413.0,88991.0,47.58,5138,GEN,Vidhan Sabha
14107,1995,Gujarat,Dhandhuka,59,Parikh Dilipbhai Ramanbhai,Male,Bharatiya Janata Party,BJP,143387.0,79833.0,42.48,8043,GEN,Vidhan Sabha
14108,1995,Gujarat,Dhanera,99,Rabari Govabhai Hamirabhai,Male,Indian National Congress,INC,155595.0,120713.0,52.86,11462,GEN,Vidhan Sabha
14109,1995,Gujarat,Dharampur,179,Chaudhari Manibhai Ramjibhai,Male,Independent,IND,148198.0,110060.0,48.15,25832,GEN,Vidhan Sabha
14110,1995,Gujarat,Dhari,46,Kotadia Manubhai Naranbhai,Male,Independent,IND,130644.0,80923.0,31.46,7726,GEN,Vidhan Sabha
14111,1995,Gujarat,Dholka,60,Chudasma Bhupendrasinh Manubha,Male,Independent,IND,144001.0,96699.0,40.18,3430,GEN,Vidhan Sabha
14112,1995,Gujarat,Dhoraji,22,Radadiya Vitthalbhai Hansrajbhai,Male,Bharatiya Janata Party,BJP,128721.0,80568.0,59.54,25631,GEN,Vidhan Sabha
14113,1995,Gujarat,Dhrangadhra,12,Jadeja,Male,Independent,IND,123661.0,85936.0,34.82,1398,GEN,Vidhan Sabha
14114,1995,Gujarat,Dohad,114,Damor Tersinhbhai Badiyabhai,Male,Independent,IND,150516.0,69943.0,34.9,588,GEN,Vidhan Sabha
14115,1995,Gujarat,Dwarka,31,Manek Pabubha Virambha,Male,Independent,IND,128045.0,82304.0,33.65,9732,GEN,Vidhan Sabha
14116,1995,Gujarat,Ellis Bridge,68,Haren Pandya (Engineer),Male,Bharatiya Janata Party,BJP,219295.0,109063.0,71.44,52700,GEN,Vidhan Sabha
14117,1995,Gujarat,Gadhada,50,Atmaram Makanbhai Parmar,Male,Independent,IND,153116.0,86990.0,57.27,19256,GEN,Vidhan Sabha
14118,1995,Gujarat,Gandevi,175,Karsanbhai Bhikhabhai Patil,Male,Independent,IND,155489.0,111311.0,65.99,47907,GEN,Vidhan Sabha
14119,1995,Gujarat,Gandhinagar,79,Vadibai Bhayachanddas Patel,Male,Bharatiya Janata Party,BJP,207197.0,140176.0,44.24,2377,GEN,Vidhan Sabha
14120,1995,Gujarat,Ghogho,56,Gohil Parbatsinh Punjubha,Male,Indian National Congress,INC,147014.0,87657.0,46.8,14162,GEN,Vidhan Sabha
14121,1995,Gujarat,Godhra,120,C.K. Raulji,Male,Independent,IND,172152.0,99346.0,41.98,11949,GEN,Vidhan Sabha
14122,1995,Gujarat,Gondal,20,Jadeja Mahipatsinh Bhavubha,Male,Independent,IND,138044.0,82079.0,52.0,10007,GEN,Vidhan Sabha
14123,1995,Gujarat,Halol,118,Baria Udesinh Mohanbhai,Male,Indian National Congress,INC,137310.0,95555.0,43.81,13065,GEN,Vidhan Sabha
14124,1995,Gujarat,Halvad,11,Kavadiya Jayantilal Ramjibhai,Male,Independent,IND,120190.0,85031.0,38.85,4485,GEN,Vidhan Sabha
14125,1995,Gujarat,Himatnagar,106,Chavada Ranjitsinh Naharsinh,Male,Bharatiya Janata Party,BJP,158806.0,100808.0,46.55,24049,GEN,Vidhan Sabha
14126,1995,Gujarat,Idar,104,Vora Ramanbhai Ishwarbhai,Male,Bharatiya Janata Party,BJP,149964.0,103410.0,59.11,34764,GEN,Vidhan Sabha
14127,1995,Gujarat,Jalalpore,173,Patel Chhaganbhai Devabhai (C.D.Patel),Male,Indian National Congress,INC,150408.0,104136.0,53.82,17505,GEN,Vidhan Sabha
14128,1995,Gujarat,Jamalpur,76,Usmangani Ismail Devdiwala,Male,Independent,IND,137157.0,80238.0,31.91,434,GEN,Vidhan Sabha
14129,1995,Gujarat,Jambusar,154,Mori Chhatrasinh Pujabhai,Male,Independent,IND,140346.0,91238.0,54.85,20185,GEN,Vidhan Sabha
14130,1995,Gujarat,Jamjodhpur,28,Sapariya Chimanlal Dharamshibhai,Male,Bharatiya Janata Party,BJP,110539.0,70950.0,44.44,15916,GEN,Vidhan Sabha
14131,1995,Gujarat,Jamnagar,25,Khattar Parmanand Vishandas,Male,Bharatiya Janata Party,BJP,127930.0,63815.0,51.68,11766,GEN,Vidhan Sabha
14132,1995,Gujarat,Jamnagar Rural,26,Parmar Dr. Dineshbhai Rudabhai (Dr. Dinesh Parmar),Male,Indian National Congress,INC,212392.0,95638.0,44.71,1744,GEN,Vidhan Sabha
14133,1995,Gujarat,Jasdan,16,Bavaliya Kuverjibhai Mohanbhai,Male,Indian National Congress,INC,144133.0,91348.0,50.58,21604,GEN,Vidhan Sabha
14134,1995,Gujarat,Jetpur,142,Rathva Mohansinh Chhotubhai,Male,Indian National Congress,INC,134987.0,192260.0,25.29,3537,GEN,Vidhan Sabha
14135,1995,Gujarat,Jhagadia,158,Chhotubhai Amarsang Vasava,Male,Independent,IND,138678.0,102142.0,53.17,32637,GEN,Vidhan Sabha
14136,1995,Gujarat,Jhalod,112,Machhar Ditabhai Bhimabhai,Male,Independent,IND,158932.0,108449.0,50.68,12015,GEN,Vidhan Sabha
14137,1995,Gujarat,Jodiya,24,Kasundra Maganbhai Ambabhai,Male,Independent,IND,109650.0,74509.0,45.71,5459,GEN,Vidhan Sabha
14138,1995,Gujarat,Jotana,82,Kantilal Bhalabhai Solanki,Male,Bharatiya Janata Party,BJP,143764.0,97552.0,51.67,12637,GEN,Vidhan Sabha
14139,1995,Gujarat,Junagadh,42,Mahendra Liladhar Mashru,Male,Independent,IND,188938.0,82544.0,42.64,22448,GEN,Vidhan Sabha
14140,1995,Gujarat,Kadi,81,Patel Nitinbhai Ratibhai,Male,Independent,IND,142210.0,105022.0,46.01,2184,GEN,Vidhan Sabha
14141,1995,Gujarat,Kalawad,27,Patel Raghavji Hansrajbhai,Male,Independent,IND,119710.0,73482.0,62.84,33633,GEN,Vidhan Sabha
14142,1995,Gujarat,Kalol,119,Chauhan Prabhatsinh Pratapsinh,Male,Independent,IND,134331.0,188872.0,23.4,2695,GEN,Vidhan Sabha
14143,1995,Gujarat,Kalupur,71,Bhupendrakumar Sevakram Patni (Bhupendra Khatri),Male,Bharatiya Janata Party,BJP,82960.0,57234.0,48.39,8949,GEN,Vidhan Sabha
14144,1995,Gujarat,Kamrej,167,Rathod Dhanjibhai Motibhai,Male,Bharatiya Janata Party,BJP,143207.0,100853.0,50.51,4534,GEN,Vidhan Sabha
14145,1995,Gujarat,Kankrej,97,Khanpura Dharsibhai Lakhabhai,Male,Indian National Congress,INC,142238.0,102903.0,36.76,5075,GEN,Vidhan Sabha
14146,1995,Gujarat,Kapadvanj,125,Patel Manilal Devjibhai,Male,Bharatiya Janata Party,BJP,149361.0,92853.0,40.96,18380,GEN,Vidhan Sabha
14147,1995,Gujarat,Karjan,153,Dabhi Chandubhai Motibhai,Male,Indian National Congress,INC,153578.0,96795.0,49.22,4547,GEN,Vidhan Sabha
14148,1995,Gujarat,Kathlal,128,Thakor Dilipsinh Juvansinh,Male,Independent,IND,148411.0,99067.0,27.51,5890,GEN,Vidhan Sabha
14149,1995,Gujarat,Keshod,36,Sondarava Bachubhai Munjabhai,Male,Bharatiya Janata Party,BJP,149035.0,77541.0,47.2,7117,GEN,Vidhan Sabha
14150,1995,Gujarat,Khadia,75,Ashok Bhatt,Male,Independent,IND,89537.0,52255.0,61.45,17739,GEN,Vidhan Sabha
14151,1995,Gujarat,Khambhalia,30,Goria Jesabhai Markhibhai,Male,Independent,IND,114900.0,63968.0,41.79,1160,GEN,Vidhan Sabha
14152,1995,Gujarat,Khedbrahma,103,Amarsinh Bhilabhai Chaudhari,Male,Indian National Congress,INC,149891.0,108089.0,55.35,26512,GEN,Vidhan Sabha
14153,1995,Gujarat,Kheralu,87,Shankarji Okhaji Thakor,Male,Independent,IND,137381.0,103613.0,38.57,1371,GEN,Vidhan Sabha
14154,1995,Gujarat,Kodinar,47,Laxmanbhai Parmar,Male,Bharatiya Janata Party,BJP,138308.0,99000.0,52.37,9010,GEN,Vidhan Sabha
14155,1995,Gujarat,Kundla,53,Dhirubhai Dudhavala (Dhirubhai Thakarshibhai Patel),Male,Independent,IND,139367.0,71007.0,46.12,1688,GEN,Vidhan Sabha
14156,1995,Gujarat,Kutiyana,33,Kadchha Bhura Munza,Male,Independent,IND,134252.0,73337.0,36.9,5205,GEN,Vidhan Sabha
14157,1995,Gujarat,Lathi,44,Becharbhai Bhadani,Male,Independent,IND,112059.0,70173.0,52.11,9050,GEN,Vidhan Sabha
14158,1995,Gujarat,Limbdi,9,Rana Kiritsinh Jitubha,Male,Independent,IND,141031.0,93961.0,37.89,7399,GEN,Vidhan Sabha
14159,1995,Gujarat,Limdi,113,Kishori Bachubhai Nathabhai,Male,Indian National Congress,INC,149722.0,86304.0,56.66,31956,GEN,Vidhan Sabha
14160,1995,Gujarat,Limkheda,115,Parmar Raising Kukabhai,Male,Independent,IND,154429.0,87772.0,47.98,14772,GEN,Vidhan Sabha
14161,1995,Gujarat,Lunavada,122,Upadhyay Hargovindbhai Devshanker,Male,Independent,IND,146785.0,99851.0,36.32,10796,GEN,Vidhan Sabha
14162,1995,Gujarat,Mahudha,130,Thakor Natvarsinh Fulsinh,Male,Independent,IND,150859.0,97202.0,45.06,6008,GEN,Vidhan Sabha
14163,1995,Gujarat,Mahuva,165,Ishverbhai Narsinhbhai Vahia,Male,Independent,IND,150027.0,178786.0,26.09,16420,GEN,Vidhan Sabha
14164,1995,Gujarat,Maliya,41,Joshi Bhikhabhai Galabhai,Male,Indian National Congress,INC,151552.0,93332.0,45.72,7125,GEN,Vidhan Sabha
14165,1995,Gujarat,Manavadar,35,Sureja Ratilal Gordhanbhai,Male,Bharatiya Janata Party,BJP,124098.0,80688.0,47.26,3764,GEN,Vidhan Sabha
14166,1995,Gujarat,Mandal,62,Chauhan Jorubha Jethubha,Male,Independent,IND,120691.0,81334.0,30.32,5946,GEN,Vidhan Sabha
14167,1995,Gujarat,Mandvi,2,Mehta Sureshchandra Rupshankar,Male,Bharatiya Janata Party,BJP,115932.0,80421.0,52.01,9221,GEN,Vidhan Sabha
14168,1995,Gujarat,Mangrol,162,Chaudhary Ramanbhai Kansarabhai,Male,Bharatiya Janata Party,BJP,152032.0,189891.0,22.91,1550,GEN,Vidhan Sabha
14169,1995,Gujarat,Maninagar,77,Patel Kamleshbhai Govindbhai (Kamlesh Patel),Male,Bharatiya Janata Party,BJP,316380.0,145602.0,61.01,52128,GEN,Vidhan Sabha
14170,1995,Gujarat,Mansa,84,Chaudhari Vipulbhai Mansinhbhai,Male,Independent,IND,148807.0,114459.0,46.67,9619,GEN,Vidhan Sabha
14171,1995,Gujarat,Matar,137,Parmar Mulrajsinh Madhavsinh,Male,Independent,IND,144119.0,101095.0,60.38,40027,GEN,Vidhan Sabha
14172,1995,Gujarat,Meghraj,110,Damor Hiraji Valaji,Male,Bharatiya Janata Party,BJP,155683.0,108289.0,38.81,21789,GEN,Vidhan Sabha
14173,1995,Gujarat,Mehmedabad,129,Chauhan Jaswantsinh Mangalsinh,Male,Independent,IND,154065.0,93410.0,55.48,29167,GEN,Vidhan Sabha
14174,1995,Gujarat,Mehsana,83,Khodabhai N. Patel,Male,Independent,IND,165326.0,108191.0,46.32,1242,GEN,Vidhan Sabha
14175,1995,Gujarat,Modasa,108,Parmar Dilipsinh Vakhatsinh,Male,Bharatiya Janata Party,BJP,148731.0,110456.0,49.55,34906,GEN,Vidhan Sabha
14176,1995,Gujarat,Morvi,13,Amrutiya Kantilal Shivlal,Male,Bharatiya Janata Party,BJP,156024.0,98097.0,51.74,9011,GEN,Vidhan Sabha
14177,1995,Gujarat,Mota Pondha,180,Raut Madhubhai Bapubhai,Male,Bharatiya Janata Party,BJP,155682.0,104503.0,33.89,4404,GEN,Vidhan Sabha
14178,1995,Gujarat,Mundra,4,Parbat Mayabhai Sodham,Male,Bharatiya Janata Party,BJP,110755.0,66829.0,54.15,16857,GEN,Vidhan Sabha
14179,1995,Gujarat,Nadiad,131,Patel Dinsha Jhaverbhai,Male,Indian National Congress,INC,155661.0,94594.0,58.42,17700,GEN,Vidhan Sabha
14180,1995,Gujarat,Naroda,78,Gopaldas Bhojwani,Male,Bharatiya Janata Party,BJP,346046.0,162193.0,56.19,53525,GEN,Vidhan Sabha
14181,1995,Gujarat,Nasvadi,143,Bhil Dhirubhai Chunilal,Male,Independent,IND,146752.0,96154.0,32.14,10609,GEN,Vidhan Sabha
14182,1995,Gujarat,Navsari,174,Patel Mangubhai Chhaganbhai,Male,Independent,IND,171847.0,104327.0,55.93,14462,GEN,Vidhan Sabha
14183,1995,Gujarat,Nijhar,161,Paadvi Subhashbhai Rotubhai,Male,Bharatiya Janata Party,BJP,156542.0,106243.0,35.14,11265,GEN,Vidhan Sabha
14184,1995,Gujarat,Olpad,168,Bhagubhai Patel (Vimal),Male,Independent,IND,255836.0,140238.0,59.4,34625,GEN,Vidhan Sabha
14185,1995,Gujarat,Padra,152,Nalin Bhatt,Male,Bharatiya Janata Party,BJP,160594.0,115006.0,38.59,1545,GEN,Vidhan Sabha
14186,1995,Gujarat,Palanpur,100,Amrutlal Kalidas Patel,Male,Independent,IND,168227.0,99165.0,46.42,24724,GEN,Vidhan Sabha
14187,1995,Gujarat,Palitana,51,Goti Kurjibhai,Male,Independent,IND,139358.0,82381.0,48.02,6607,GEN,Vidhan Sabha
14188,1995,Gujarat,Pardi,181,Patel Dr. K.C.,Male,Bharatiya Janata Party,BJP,155695.0,106703.0,58.43,23183,GEN,Vidhan Sabha
